model,accent,speaker,utt_id,text,synth,ref,evaluable,f0_rmse,mcd,wer,ppg_kl,aid_pred,aid_correct,cs_accent,speaker_sim,utmos
xtts,Arabic,SKA,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/SKA/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0023.wav,True,58.17721043174957,10.5479081287187,0.0,0.822124719619751,English,False,0.5548123936103632,0.4774970066440404,2.603593587875366
xtts,Arabic,SKA,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/SKA/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0268.wav,True,99.05561132149768,10.328475864523485,0.0,0.4785993099212646,English,False,0.5862886634942415,0.3649100426114803,3.2492122650146484
xtts,Arabic,SKA,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/SKA/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0319.wav,True,640.245519970813,8.40134753344422,0.0,0.9722490906715392,English,False,0.5444928922193404,0.3716679294060897,3.6229612827301025
xtts,Arabic,SKA,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/SKA/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0323.wav,True,100.69204977995486,9.57715969854927,0.0833333333333333,0.7622488141059875,Australian,False,0.4961857740575863,0.4111058009570579,3.001732587814331
xtts,Arabic,SKA,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/SKA/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SKA/wav/arctic_a0344.wav,True,596.8160053670605,8.889106040337694,0.0,0.5821799039840698,English,False,0.4961895443225428,0.313808089010273,2.7234151363372803
xtts,Arabic,YBAA,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0525.wav,True,251.6049400778124,8.52981685344451,0.0833333333333333,0.4755614399909973,American,False,0.6348226276171274,0.7291778620821568,2.9612855911254883
xtts,Arabic,YBAA,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0027.wav,True,72.53999780845932,9.160354107129235,0.0,0.3768929243087768,English,False,0.6774554892902618,0.5450233822913809,2.886077404022217
xtts,Arabic,YBAA,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0002.wav,True,61.716517816777,8.402702999375425,0.375,0.4046841561794281,Indian,False,0.5639605265980289,0.6667479882743632,3.3604090213775635
xtts,Arabic,YBAA,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_b0362.wav,True,345.3169222960762,9.605400985100545,0.0,0.370270311832428,Australian,False,0.6763790255172971,0.6377464622490476,2.7069919109344482
xtts,Arabic,YBAA,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0007.wav,True,94.64019715371074,12.068620360822967,0.0,0.4554640352725982,English,False,0.6829287871924498,0.5190006973722222,3.0533535480499268
xtts,Arabic,YBAA,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0023.wav,True,379.41678504540835,9.015943502044871,0.0,0.4652225971221924,English,False,0.6924653846964826,0.5487147201225735,2.244722366333008
xtts,Arabic,YBAA,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0268.wav,True,215.54363356641863,9.330189659071646,0.0,0.244959220290184,Canadian,False,0.5888144741417591,0.5287770852342407,2.8169047832489014
xtts,Arabic,YBAA,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0319.wav,True,278.6421780969891,8.899332384651709,0.0,0.6102458834648132,English,False,0.5902041251563215,0.6191099791085037,2.622802495956421
xtts,Arabic,YBAA,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0323.wav,True,65.99396654171872,7.565113151039605,0.0,0.2636550664901733,English,False,0.6497245338428821,0.6391983627942567,2.5138580799102783
xtts,Arabic,YBAA,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/YBAA/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/YBAA/wav/arctic_a0344.wav,True,61.381934927826016,10.451138947107127,0.0,0.3426113724708557,American,False,0.7343863275894723,0.5100900960384329,3.262835741043091
xtts,Arabic,ZHAA,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0525.wav,True,204.64254549963803,10.488277580809203,0.0833333333333333,0.5106016993522644,American,False,0.5569228030582968,0.3100329000588572,3.0623388290405273
xtts,Arabic,ZHAA,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0027.wav,True,278.76099495390724,9.465939772024472,0.0,0.3472106158733368,Canadian,False,0.4211793608985208,0.4152340245492409,2.9011099338531494
xtts,Arabic,ZHAA,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0002.wav,True,169.37652079642424,9.85564771534992,0.375,0.5579534769058228,English,False,0.5673716310435946,0.5332045936704339,3.6079812049865723
xtts,Arabic,ZHAA,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_b0362.wav,True,80.42387705153243,12.123512572037288,0.0,0.3525589406490326,Canadian,False,0.4080257797859181,0.4322103769947144,3.5396368503570557
xtts,Arabic,ZHAA,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0007.wav,True,136.5472859134247,6.863046488610799,0.0,0.3625494539737701,American,False,0.5040149132185248,0.5063048698354143,2.8267502784729004
xtts,Arabic,ZHAA,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0023.wav,True,331.3564778069315,10.51231675223582,0.0,0.3067885041236877,American,False,0.2996779132426696,0.3687379234530872,3.2874786853790283
xtts,Arabic,ZHAA,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0268.wav,True,360.5846435173887,10.278646434774116,0.1538461538461538,0.247147336602211,American,False,0.4034780988137783,0.3575166341459751,3.4117748737335205
xtts,Arabic,ZHAA,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0319.wav,True,423.5840382970067,11.23092133428005,0.0,0.3762262463569641,Canadian,False,0.3872552670177336,0.316691596453814,2.7061851024627686
xtts,Arabic,ZHAA,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0323.wav,True,157.49216333711675,9.29997542957786,0.0833333333333333,0.4430259466171264,NewZealand,False,0.4259238626923778,0.2478481927379106,3.3212697505950928
xtts,Arabic,ZHAA,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Arabic/ZHAA/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ZHAA/wav/arctic_a0344.wav,True,210.9639710980272,8.456582496512643,0.0,0.3564430475234985,American,False,0.4340899972924364,0.3894982363105667,2.7678236961364746
xtts,Indian,ASI,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0525.wav,True,362.94463294607647,9.503962667508702,0.0,0.4096726477146148,Scottish,False,0.3700341304719904,0.2782920867156958,3.263136386871338
xtts,Indian,ASI,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0027.wav,True,299.7505576732041,10.18832435304286,0.0,0.2619982957839966,Canadian,False,0.5241676641866688,0.3880006203228617,3.2040507793426514
xtts,Indian,ASI,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0002.wav,True,227.6010702765065,9.072957762609962,0.25,0.4362129271030426,English,False,0.1478981054045842,0.4270158056237437,3.1411659717559814
xtts,Indian,ASI,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_b0362.wav,True,250.9075631844483,10.520884888652423,0.0,0.3954181373119354,Australian,False,0.234880775562782,0.2654696815228762,3.1051926612854004
xtts,Indian,ASI,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0007.wav,True,341.30399497869485,11.19756960580916,0.0,0.328112244606018,Australian,False,0.0465029808487106,0.2217087521803341,3.3132517337799072
xtts,Indian,ASI,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0023.wav,True,311.3702835666439,9.584426805352685,0.0,0.2655336260795593,Canadian,False,0.3161814366470092,0.3616878220184811,3.423769235610962
xtts,Indian,ASI,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0268.wav,True,109.19568069509177,11.635873075274093,0.0,0.3932401835918426,Canadian,False,0.2495331943112463,0.2322869731930662,3.0845422744750977
xtts,Indian,ASI,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0319.wav,True,344.20197558991424,10.358044890802164,0.0,0.411990612745285,American,False,0.3818526563787198,0.236879776292137,2.820875883102417
xtts,Indian,ASI,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0323.wav,True,382.7087768854255,9.137972535153477,0.0833333333333333,0.4088377654552459,English,False,0.3597201660749298,0.221209086266748,3.1850745677948
xtts,Indian,ASI,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/ASI/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/ASI/wav/arctic_a0344.wav,True,96.80921345369876,9.912565022776995,0.0,0.2902747094631195,English,False,0.0694336395647279,0.1968071954219306,3.7103357315063477
xtts,Indian,RRBI,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0525.wav,True,335.9889048060138,9.02318945231622,0.0,0.4004711806774139,English,False,0.3541425696169734,0.4274408214435511,2.8947620391845703
xtts,Indian,RRBI,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0027.wav,True,414.0613665709762,8.498789322764852,0.0,0.3160638213157654,Indian,True,0.484968750282843,0.375982473795546,3.3468735218048096
xtts,Indian,RRBI,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0002.wav,True,367.050738105635,7.876992927249381,0.375,0.4891778826713562,malaysian,False,0.3101182223687103,0.4878947804908409,3.2146193981170654
xtts,Indian,RRBI,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_b0362.wav,True,119.46341858446992,7.630739949778115,0.0,0.4036128520965576,Canadian,False,0.4464825953086764,0.5411109702012074,2.8412036895751953
xtts,Indian,RRBI,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0007.wav,True,233.56703117613688,8.749625220284464,0.0,0.2791956961154938,hongkong,False,0.116001079391251,0.458201386312379,3.117786407470703
xtts,Indian,RRBI,arctic_a0023,A combination of Canadian capital quickly organized and petitioned for the same privileges.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0023.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0023.wav,True,102.49953095577486,8.086194897048713,0.0,0.2805600464344024,SouthAfrican,False,0.4442784165283294,0.4522045719115481,3.0828654766082764
xtts,Indian,RRBI,arctic_a0268,Now go ahead and tell me in a straightforward way what has happened.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0268.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0268.wav,True,106.2289564806534,8.785860252056466,0.0,0.2930458486080169,English,False,0.2012899497608508,0.4860178254019213,3.26820969581604
xtts,Indian,RRBI,arctic_a0319,"And the Edinburgh Evening News says, with editorial gloom.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0319.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0319.wav,True,289.4452822703653,7.689831991949923,0.0,0.7477223873138428,English,False,0.2051458129446406,0.4179268531565814,3.0221757888793945
xtts,Indian,RRBI,arctic_a0323,He considered the victory already his and stepped forward to the meat.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0323.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0323.wav,True,346.0508915061413,7.479285146106434,0.0,0.3757902681827545,American,False,0.4428432069228109,0.4082794640970993,2.8960132598876953
xtts,Indian,RRBI,arctic_a0344,He seemed to fill it with his tremendous vitality.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/RRBI/arctic_a0344.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/RRBI/wav/arctic_a0344.wav,True,151.96241067259282,7.203867243666931,0.0,0.3381993770599365,American,False,0.1490352963349337,0.4119195955845755,3.3833582401275635
xtts,Indian,SVBI,arctic_a0525,"The Oligarchy wanted violence, and it set its agents provocateurs to work.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/SVBI/arctic_a0525.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SVBI/wav/arctic_a0525.wav,True,490.4836691388172,10.92543030492035,0.0,0.4196120798587799,English,False,0.2253438680213408,0.3235014463586912,3.4418516159057617
xtts,Indian,SVBI,arctic_a0027,To my surprise he began to show actual enthusiasm in my favor.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/SVBI/arctic_a0027.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SVBI/wav/arctic_a0027.wav,True,100.4239379842347,10.393310756595936,0.0,0.3954327404499054,English,False,0.3289086528159488,0.4617717844820408,2.317789316177368
xtts,Indian,SVBI,arctic_a0002,"Not at this particular case, Tom, apologized Whittemore.",/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/SVBI/arctic_a0002.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SVBI/wav/arctic_a0002.wav,True,62.60866040714045,8.901102593295867,0.75,0.3555879294872284,English,False,0.2348167933984178,0.4418797814810571,2.286177396774292
xtts,Indian,SVBI,arctic_b0362,We threaten to be of the one mind before the voyage is completed.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/SVBI/arctic_b0362.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SVBI/wav/arctic_b0362.wav,True,65.20755264628775,10.038632154267429,0.0769230769230769,0.4499031901359558,English,False,0.1894993068159294,0.2749410637198587,2.230515241622925
xtts,Indian,SVBI,arctic_a0007,And you always want to see it in the superlative degree.,/Users/diyagoel/slp-diss/SOTA_models_experiments/coqui/outputs/xtts/Indian/SVBI/arctic_a0007.wav,/Users/diyagoel/slp-diss/Datasets/L2-ARCTIC/SVBI/wav/arctic_a0007.wav,True,50.451026971202296,9.494256851079887,0.0,0.3019846081733703,Canadian,False,0.4313412782661224,0.4518964878432145,2.288245916366577
